bil,peringkatSekolah,ppd,kodSekolah,namaSekolah,alamatSurat,poskodSurat,bandarSurat,negeri,noTelefon,noFax,formattedAddress,latitude,longitude,neighborhood,establishment,administrativeLevels,administrativeLevelsShort,streetName,city,country,countryCode,zipcode,provider,streetNumber
1175,Rendah,PPD KUALA SELANGOR,BBA3003,SK BKT KERAYONG,"JALAN SEKOLAH, KG. BUKIT KERAYONG 1,",42200,KAPAR,SELANGOR,333927168,333927168,"Jalan Sekolah, Kampung Bukit Kapar, 42200 Kapar, Selangor, Malaysia",3.1656944,101.4283623,Kampung Bukit Kapar,,Selangor,Selangor,Jalan Sekolah,Kapar,Malaysia,MY,42200,google,
1176,Rendah,PPD KUALA SELANGOR,BBA3004,SK DATO' MAHARAJA LELA,"JALAN PARIT OMAR, KAMPUNG BUKIT CHERAKA",45800,JERAM,SELANGOR,332648530,332648530,,,,,,,,,,,,,,
1168,Rendah,PPD KUALA LANGAT,BBA1035,SK SIJANGKANG JAYA,TELOK PANGLIMA GARANG,42500,TELOK PANGLIMA GARANG,SELANGOR,331227676,331227741,"42500, Selangor, Malaysia",2.9229098,101.4799019,,,Selangor,Selangor,,,Malaysia,MY,42500,google,
1178,Rendah,PPD KUALA SELANGOR,BBA3006,SK JERAM,JALAN SIMPANG TIGA,45800,JERAM,SELANGOR,332647773,332647773,"Jalan Simpang Tiga Jeram, 45800 Jeram, Selangor, Malaysia",3.2252803,101.3559512,,,Selangor,Selangor,Jalan Simpang Tiga Jeram,Jeram,Malaysia,MY,45800,google,
1179,Rendah,PPD KUALA SELANGOR,BBA3007,SK JERAM BT 20,BATU 20,45800,JERAM,SELANGOR,332647320,332640471,"Jalan Kapar, Jeram, 45800 Jeram, Selangor, Malaysia",3.237048,101.3149141,Jeram,,Selangor,Selangor,Jalan Kapar,Jeram,Malaysia,MY,45800,google,
1187,Rendah,PPD KUALA SELANGOR,BBA3015,SK TANJONG KARANG,BATU 7,45500,TANJONG KARANG,SELANGOR,332695866,332695866,"Jalan 7, 45500 Tanjong Karang, Selangor, Malaysia",3.4154349,101.1876839,,,Selangor,Selangor,Jalan 7,Tanjong Karang,Malaysia,MY,45500,google,
1180,Rendah,PPD KUALA SELANGOR,BBA3008,SK JAYA SETIA,JALAN BESAR,45600,BESTARI JAYA,SELANGOR,332716253,332716253,"No. 28A, Jalan Besar, 45600, Bestari Jaya, Selangor, 45600, Malaysia",3.3781378,101.4069699,,,,,,,Malaysia,MY,45600,google,
1181,Rendah,PPD KUALA SELANGOR,BBA3009,SK PASANGAN,"JALAN RAWANG, KG. KUANTAN",45600,BESTARI JAYA,SELANGOR,332893476,332893476,"Jalan Rawang, Kampung Kuantan, 45600 Bestari Jaya, Selangor, Malaysia",3.3555577,101.2914425,Kampung Kuantan,,Selangor,Selangor,Jalan Rawang,Bestari Jaya,Malaysia,MY,45600,google,
1182,Rendah,PPD KUALA SELANGOR,BBA3010,SK RANTAU PANJANG,"KM 34, JALAN RAWANG, RANTAU PANJANG",45600,BESTARI JAYA,SELANGOR,332710330,332710330,,,,,,,,,,,,,,
1190,Rendah,PPD KUALA SELANGOR,BBA3018,SK DATO' MANAN (INTEG),KAMPUNG SUNGAI TENGI KANAN,45500,TANJONG KARANG,SELANGOR,332698033,332698033,"Kampung Sungai Tengi Kanan, 45500 Tanjung Karang, Selangor, Malaysia",3.4386573,101.191116,Kampung Sungai Tengi Kanan,,Selangor,Selangor,,Tanjung Karang,Malaysia,MY,45500,google,
1191,Rendah,PPD KUALA SELANGOR,BBA3019,SK SERI GAMBUT,JALAN TERUSAN BESAR,45500,TANJONG KARANG,SELANGOR,332690300,332690300,"Jalan Terusan Besar, Kampung Ampangan, 45500 Tanjong Karang, Selangor, Malaysia",3.492667,101.2059529,Kampung Ampangan,,Selangor,Selangor,Jalan Terusan Besar,Tanjong Karang,Malaysia,MY,45500,google,
1185,Rendah,PPD KUALA SELANGOR,BBA3013,SK BKT BELIMBING,"JALAN RAJA MUSA , KG. BUKIT BELIMBING",45000,KUALA SELANGOR,SELANGOR,332896787,332896787,"Jalan Raja Musa, 45500 Kuala Selangor, Selangor, Malaysia",3.4063524,101.3342914,,,Selangor,Selangor,Jalan Raja Musa,Kuala Selangor,Malaysia,MY,45500,google,
1183,Rendah,PPD KUALA SELANGOR,BBA3011,SK IJOK,"BATU 7, IJOK",45600,BESTARI JAYA,SELANGOR,332791277,332791277,"Ijok, 45000 Batang Berjuntai, Selangor, Malaysia",3.320926,101.4142529,Ijok,,Selangor,Selangor,,Batang Berjuntai,Malaysia,MY,45000,google,
1186,Rendah,PPD KUALA SELANGOR,BBA3014,SK KUALA SELANGOR,"SIMPANG 4, KAMPONG PERMATANG",45000,KUALA SELANGOR,SELANGOR,332898152,332898152,,,,,,,,,,,,,,
1189,Rendah,PPD KUALA SELANGOR,BBA3017,SK SRI TIRAM,"JALAN SETANJUNG, KG. SERI TIRAM JAYA",45500,TANJONG KARANG,SELANGOR,332691935,332691935,"Jalan Setanjung, 45500 Tanjong Karang, Selangor, Malaysia",3.4399313,101.2334767,,,Selangor,Selangor,Jalan Setanjung,Tanjong Karang,Malaysia,MY,45500,google,
1188,Rendah,PPD KUALA SELANGOR,BBA3016,SK SUNGAI BURONG,"BATU 12, JALAN BERNAM",45500,TANJONG KARANG,SELANGOR,332693381,332693381,"Lot 213, Batu 6, Jalan Bernam, 45500, Tanjung Karang, Selangor, 45500, Malaysia",3.42381,101.1829395,,,,,,,Malaysia,MY,45500,google,
1194,Rendah,PPD KUALA SELANGOR,BBA3022,SK PARIT MAHANG,KAMPUNG PARIT MAHANG,45800,JERAM,SELANGOR,332600531,TIADA,"Kampung Parit Mahang, 45000 Jeram, Selangor, Malaysia",3.287266,101.3786572,Kampung Parit Mahang,,Selangor,Selangor,,Jeram,Malaysia,MY,45000,google,
1193,Rendah,PPD KUALA SELANGOR,BBA3021,SK PARIT EMPAT,"BATU 14, JALAN BERNAM",45400,SEKINCHAN,SELANGOR,332415288,332415288,"14, Jalan Bernam, Pekan Sekinchan, 45400 Sekinchan, Selangor, Malaysia",3.5080396,101.1013065,Pekan Sekinchan,,Selangor,Selangor,Jalan Bernam,Sekinchan,Malaysia,MY,45400,google,14
1202,Rendah,PPD KUALA SELANGOR,BBA3032,SK BESTARI JAYA,JALAN BESAR,45600,BESTARI JAYA,SELANGOR,332710343,332710346,"No. 28A, Jalan Besar, 45600, Bestari Jaya, Selangor, 45600, Malaysia",3.3781378,101.4069699,,,,,,,Malaysia,MY,45600,google,
1195,Rendah,PPD KUALA SELANGOR,BBA3024,SK JALAN RAJA MUSA,"BATU 8, JALAN RAJA MUSA",45000,KUALA SELANGOR,SELANGOR,332896094,332896094,"kampung batu 8,jalan raja musa,45000 kuala selangor,selangor., Malaysia",3.4066064,101.3164323,,,,,,,Malaysia,MY,,google,
1192,Rendah,PPD KUALA SELANGOR,BBA3020,SK SUNGAI SIREH,JALAN PARIT 1 SUNGAI SIREH,45500,TANJONG KARANG,SELANGOR,332691813,332691813,"Lorong 23, Jalan Parit Satu Sungai Sireh, 45500, Selangor, Malaysia",3.4968653,101.1995637,,,Selangor,Selangor,Jalan Parit Satu Sungai Sireh,,Malaysia,MY,45500,google,
1197,Rendah,PPD KUALA SELANGOR,BBA3026,SK PARIT SERONG,"JALAN PARIT SERONG, KG. PARIT SERONG",45500,TANJONG KARANG,SELANGOR,332691787,332691787,"Jalan Parit Serong, Kampung Parit Serong, 45500 Tanjong Karang, Selangor, Malaysia",3.4278126,101.2217235,Kampung Parit Serong,,Selangor,Selangor,Jalan Parit Serong,Tanjong Karang,Malaysia,MY,45500,google,
1205,Rendah,PPD KUALA SELANGOR,BBA3035,SK PUNCAK ALAM 2,"JALAN GUGUSAN ALAM 7/1,SEKSYEN 7",42300,BDR PUNCAK ALAM,SELANGOR,333936961,333936045,"7, Lorong Gugusan Alam 7/1, Bandar Puncak Alam, 45010 Kuala Selangor, Selangor, Malaysia",3.2273317,101.4263781,Bandar Puncak Alam,,Selangor,Selangor,Lorong Gugusan Alam 7/1,Kuala Selangor,Malaysia,MY,45010,google,7
1198,Rendah,PPD KUALA SELANGOR,BBA3028,SK SAWAH SEMPADAN,"BLOK D, SAWAH SEMPADAN",45500,TANJONG KARANG,SELANGOR,332601076,332601076,"Kampung Bendang Gemilang, 45500 Tanjung Karang, Selangor, Malaysia",3.453508,101.214432,Kampung Bendang Gemilang,,Selangor,Selangor,,Tanjung Karang,Malaysia,MY,45500,google,
1196,Rendah,PPD KUALA SELANGOR,BBA3025,SK SUNGAI TERAP,"BATU 4, JALAN BERNAM",45500,TANJONG KARANG,SELANGOR,332894626,332894626,"Lot 213, Batu 6, Jalan Bernam, 45500, Tanjung Karang, Selangor, 45500, Malaysia",3.42381,101.1829395,,,,,,,Malaysia,MY,45500,google,
1199,Rendah,PPD KUALA SELANGOR,BBA3029,SK BERJAYA,PARIT 3 BAN 3,45400,SEKINCHAN,SELANGOR,332412690,332412690,"Blok H Parit 3 Ban 2 Sungai Burong, Selangor, 45400 Sekinchan, Malaysia",3.509812,101.103988,,,,,,Sekinchan,Malaysia,MY,45400,google,
1201,Rendah,PPD KUALA SELANGOR,BBA3031,SK BANDAR BARU,JALAN MELUR,45000,KUALA SELANGOR,SELANGOR,332894652,332894652,"Jalan Melur, Kampung Sungai Tengi Kanan, 45500 Tanjong Karang, Selangor, Malaysia",3.4431096,101.190115,Kampung Sungai Tengi Kanan,,Selangor,Selangor,Jalan Melur,Tanjong Karang,Malaysia,MY,45500,google,
1204,Rendah,PPD KUALA SELANGOR,BBA3034,SK SAUJANA UTAMA IJOK,"PERSIARAN SAUJANA 3, SAUJANA UTAMA",47000,SUNGAI BULOH,SELANGOR,360384388,360386018,"Persiaran Saujana 3, Bandar Saujana Utama, 47000 Sungai Buloh, Selangor, Malaysia",3.208501,101.4774742,Bandar Saujana Utama,,Selangor,Selangor,Persiaran Saujana 3,Sungai Buloh,Malaysia,MY,47000,google,
1206,Rendah,PPD KUALA SELANGOR,BBA3036,SK SERI PRISTANA,"LOT 8214 JALAN SP2/1, SERI PRISTANA",47000,SUNGAI BULOH,SELANGOR,360391594,360391595,"Lot 8214, Jalan SP 2/1, Seri Pristana, 47000 Sungai Buloh, Selangor, Malaysia",3.2085682,101.4711796,Seri Pristana,,Selangor,Selangor,Jalan SP 2/1,Sungai Buloh,Malaysia,MY,47000,google,Lot 8214
1200,Rendah,PPD KLANG,BBA3030,SK BUKIT CERAKA,FELDA BUKIT CERAKA  KAPAR,42200,KAPAR,SELANGOR,333926043,333926043,"Jalan 20, Felda Bukit Cherakah, 42300 Kapar, Selangor, Malaysia",3.205176,101.432857,Felda Bukit Cherakah,,Selangor,Selangor,Jalan 20,Kapar,Malaysia,MY,42300,google,
1209,Rendah,PPD HULU LANGAT,BBA4001,SK SUNGAI SERAI,"KM.16, JALAN HULU LANGAT",43100,HULU LANGAT,SELANGOR,390741377,390741377,,,,,,,,,,,,,,
1203,Rendah,PPD KUALA SELANGOR,BBA3033,SK PUNCAK ALAM,LRG. MAHKOTA IMPIAN 2/1 SEKSYEN 2,42300,BDR PUNCAK ALAM,SELANGOR,333928171,333920029,"1, Lorong Mahkota Impian 2/34, Bandar Puncak Alam, 45010 Bandar Puncak Alam, Selangor, Malaysia",3.2191929,101.4343732,Bandar Puncak Alam,,Selangor,Selangor,Lorong Mahkota Impian 2/34,Bandar Puncak Alam,Malaysia,MY,45010,google,1
1210,Rendah,PPD HULU LANGAT,BBA4002,SK JALAN ENAM,JALAN ENAM,43650,BANDAR BARU BANGI,SELANGOR,389256373,389256373,"Jalan 2a/6, Seksyen 16, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.936368,101.766749,Seksyen 16,,Selangor,Selangor,Jalan 2a/6,Bandar Baru Bangi,Malaysia,MY,43650,google,
1207,Rendah,PPD KUALA SELANGOR,BBA3037,SK PUNCAK ALAM 3,"LOT 7664, JALAN ASTANA 13/2",42300,BANDAR PUNCAK ALAM,SELANGOR,333932839,333932839,"Jalan Astana 13/2, Bandar Puncak Alam, 45010 Kuala Selangor, Selangor, Malaysia",3.246538,101.4253742,Bandar Puncak Alam,,Selangor,Selangor,Jalan Astana 13/2,Kuala Selangor,Malaysia,MY,45010,google,
1211,Rendah,PPD HULU LANGAT,BBA4003,SK AMPANG CAMPURAN,"AMPANG CAMPURAN, JALAN IKAN JELAWAT.",68000,AMPANG,SELANGOR,342921034,342954897,"Jalan Ikan Kaloi, Kampung Ampang Campuran, 68000 Ampang, Selangor, Malaysia",3.1324892,101.7696016,Kampung Ampang Campuran,,Selangor,Selangor,Jalan Ikan Kaloi,Ampang,Malaysia,MY,68000,google,
1208,Rendah,PPD KUALA SELANGOR,BBA3038,SK DESA AMAN,"TAMAN DESA COALFIELDS, FASA 3",47000,SUNGAI BULOH,SELANGOR,360382696,360383835,,,,,,,,,,,,,,
1213,Rendah,PPD HULU LANGAT,BBA4005,SK BATU SEMBILAN,"BATU 9 , JALAN CHERAS",43200,CHERAS,SELANGOR,390758542,390749914,"9, Jalan Cheras Maju, Pusat Perniagaan Cheras Maju, 43200 Batu 9 Cheras, Selangor, Malaysia",3.0407865,101.7716181,Pusat Perniagaan Cheras Maju,,Selangor,Selangor,Jalan Cheras Maju,Batu 9 Cheras,Malaysia,MY,43200,google,9
1215,Rendah,PPD HULU LANGAT,BBA4007,SK SG TEKALI,KM 27 JALAN  HULU LANGAT,43100,HULU LANGAT,SELANGOR,390214572,390214572,"Sekolah Kebangsaan Sg Tekali, Jalan Hulu Langat, Km 27, Kampung Sungai Tekali, 43100, Hulu Langat, Selangor, 43100, Malaysia",3.086115,101.789931,,,,,,,Malaysia,MY,43100,google,
1214,Rendah,PPD HULU LANGAT,BBA4006,SK TUN ABD AZIZ MAJID,KM 22 JALAN AMPANG,43100,HULU LANGAT,SELANGOR,390212641,390212641,"A16/1/1, Jalan Ampang Utama 2/2, Taman Ampang Utama, Ampang, 68000, Ampang, Selangor, One Ampang Avenue, 68000 Ampang Jaya, Selangor, Malaysia",3.1557817,101.7516139,One Ampang Avenue,,Selangor,Selangor,,Ampang Jaya,Malaysia,MY,68000,google,
1212,Rendah,PPD HULU LANGAT,BBA4004,SK SERI SEKAMAT,"BT 12 1/2, JALAN CHERAS,",43000,KAJANG,SELANGOR,387360579,387342842,"12, Jalan Cheras, Kampung Sungai Sekamat, 43000 Kajang, Selangor, Malaysia",3.0261129,101.7748988,Kampung Sungai Sekamat,,Selangor,Selangor,Jalan Cheras,Kajang,Malaysia,MY,43000,google,12
1219,Rendah,PPD HULU LANGAT,BBA4011,SK SUNGAI LUI,"KM 33, KAMPUNG SUNGAI LUI",43100,HULU LANGAT,SELANGOR,390214327,390214327,"Kampung Sungai Lui, 43100 Hulu Langat, Selangor, Malaysia",3.165257,101.883578,Kampung Sungai Lui,,Selangor,Selangor,,Hulu Langat,Malaysia,MY,43100,google,
1220,Rendah,PPD HULU LANGAT,BBA4012,SK LEFTENAN ADNAN,SUNGAI RAMAL LUAR,43000,KAJANG,SELANGOR,387333595,387395207,"Sungai Ramal Luar, 43000 Kajang, Selangor, Malaysia",2.98247,101.7652016,Sungai Ramal Luar,,Selangor,Selangor,,Kajang,Malaysia,MY,43000,google,
1221,Rendah,PPD HULU LANGAT,BBA4013,SK SUNGAI RAMAL DALAM,SK SUNGAI RAMAL DALAM,43000,KAJANG,SELANGOR,389262932,389262932,"Jalan Dato Dagang, Kampung Sungai Ramal Dalam, 43000 Kajang, Selangor, Malaysia",2.969622,101.7573322,Kampung Sungai Ramal Dalam,,Selangor,Selangor,Jalan Dato Dagang,Kajang,Malaysia,MY,43000,google,
1223,Rendah,PPD HULU LANGAT,BBA4015,SK KAJANG,JALAN LOW TI KOK ,43000,KAJANG,SELANGOR,387330179,387330179,"Jalan Low Ti Kok, Bandar Kajang, 43000 Kajang, Selangor, Malaysia",2.9947674,101.7906984,Bandar Kajang,,Selangor,Selangor,Jalan Low Ti Kok,Kajang,Malaysia,MY,43000,google,
1222,Rendah,PPD HULU LANGAT,BBA4014,SK TAMAN NIRWANA,"JALAN NIRWANA 13, TAMAN NIRWANA",68000,AMPANG,SELANGOR,392849270,392812059,"Jalan Nirwana 13, Taman Nirwana, 68000 Ampang, Selangor, Malaysia",3.143009,101.7520441,Taman Nirwana,,Selangor,Selangor,Jalan Nirwana 13,Ampang,Malaysia,MY,68000,google,
1216,Rendah,PPD HULU LANGAT,BBA4008,SK KUALA POMSON,BT 22 1/2,43100,HULU LANGAT,SELANGOR,390214678,390214678,"22, Jalan Mutiara 1/2, Taman Sri Nanding, 43100 Hulu Langat, Selangor, Malaysia",3.1001502,101.8057623,Taman Sri Nanding,,Selangor,Selangor,Jalan Mutiara 1/2,Hulu Langat,Malaysia,MY,43100,google,22
1218,Rendah,PPD HULU LANGAT,BBA4010,SK LUBOK KELUBI,BATU 19 JALAN HULU LANGAT,43100,HULU LANGAT,SELANGOR,390212404,390212404,"19, Jalan Hulu Langat, Kampung Sungai Serai, 43100 Hulu Langat, Selangor, Malaysia",3.0949763,101.7971098,Kampung Sungai Serai,,Selangor,Selangor,Jalan Hulu Langat,Hulu Langat,Malaysia,MY,43100,google,19
1217,Rendah,PPD HULU LANGAT,BBA4009,SK DUSUN TUA,"BATU 16 3/4,",43100,HULU LANGAT,SELANGOR,390211367,390211367,"16, Jalan Mutiara 4/3, Taman Sri Nanding, 43100 Hulu Langat, Selangor, Malaysia",3.1000441,101.8066802,Taman Sri Nanding,,Selangor,Selangor,Jalan Mutiara 4/3,Hulu Langat,Malaysia,MY,43100,google,16
1225,Rendah,PPD HULU LANGAT,BBA4017,SK KG KUALA PAJAM,KAMPUNG BATU 2  KUALA PAJAM,43700,BERANANG,SELANGOR,387660668,387660080,"Kampung Kuala Pajam, 43700 Beranang, Selangor, Malaysia",2.871448,101.84382,Kampung Kuala Pajam,,Selangor,Selangor,,Beranang,Malaysia,MY,43700,google,
1224,Rendah,PPD HULU LANGAT,BBA4016,SK BERANANG,JALAN SEMENYIH,43700,BERANANG,SELANGOR,387667226,387667226,"43700, Selangor, Malaysia",2.9043711,101.8549588,,,Selangor,Selangor,,,Malaysia,MY,43700,google,
1229,Rendah,PPD HULU LANGAT,BBA4021,SK ULU SEMENYIH,"KM 40, JALAN SG. LALANG,",43500,SEMENYIH,SELANGOR,387233233,387233233,,,,,,,,,,,,,,
1227,Rendah,PPD HULU LANGAT,BBA4019,SEKOLAH KEBANGSAAN KG CHERAS BAHARU,"JALAN 34B,KG.CHERAS BARU,",56100,CHERAS,SELANGOR,342941801,342941801,"Jalan 34b, Kampung Cheras Baru, 56100 Kuala Lumpur, Selangor, Malaysia",3.1112555,101.7493628,Kampung Cheras Baru,,Selangor,Selangor,Jalan 34b,Kuala Lumpur,Malaysia,MY,56100,google,
1228,Rendah,PPD HULU LANGAT,BBA4020,SK LEMBAH JAYA,"LEMBAH JAYA SELATAN,",68000,AMPANG,SELANGOR,342916046,342916056,"Jalan Lembah Jaya Selatan, 68000 Ampang, Selangor, Malaysia",3.1419831,101.7823574,,,Selangor,Selangor,Jalan Lembah Jaya Selatan,Ampang,Malaysia,MY,68000,google,
1226,Rendah,PPD HULU LANGAT,BBA4018,SK BANGI,JALAN AMAN 10,43000,KAJANG,SELANGOR,389201515,389202676,"Jalan Aman 10, Pekan Bangi, 43000 Kajang, Selangor, Malaysia",2.9043873,101.784358,Pekan Bangi,,Selangor,Selangor,Jalan Aman 10,Kajang,Malaysia,MY,43000,google,
1230,Rendah,PPD HULU LANGAT,BBA4022,SK KG RINCING,KAMPUNG RINCHING,43700,BERANANG,SELANGOR,387234597,387234637,"Jalan Rinching Tengah, Kampung Rinching, 43700 Beranang, Selangor, Malaysia",2.915257,101.8621451,Kampung Rinching,,Selangor,Selangor,Jalan Rinching Tengah,Beranang,Malaysia,MY,43700,google,
1232,Rendah,PPD HULU LANGAT,BBA4024,SK AMPANG,"JALAN MERBAU, KG MELAYU AMPANG",68000,AMPANG,SELANGOR,342564342,342564342,"Jalan Merbau, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",3.1530593,101.7611243,Kampung Melayu Ampang,,Selangor,Selangor,Jalan Merbau,Ampang,Malaysia,MY,68000,google,
1231,Rendah,PPD HULU LANGAT,BBA4023,SK RINCHING HILIR,"SK. RINCHING HILIR, BANGI",43000,KAJANG,SELANGOR,389202975,389202975,"Kampung Rinching Hilir, 43000 Kajang, Selangor, Malaysia",2.90141,101.8137499,Kampung Rinching Hilir,,Selangor,Selangor,,Kajang,Malaysia,MY,43000,google,
1234,Rendah,PPD HULU LANGAT,BBA4026,SK TAMAN TASIK,TAMAN TASIK TAMBAHAN,68000,AMPANG,SELANGOR,342919397,342919397,"Taman Tasik Tambahan, 68000 Ampang, Selangor, Malaysia",3.128881,101.775623,Taman Tasik Tambahan,,Selangor,Selangor,,Ampang,Malaysia,MY,68000,google,
1235,Rendah,PPD HULU LANGAT,BBA4027,SK SUNGAI KANTAN,"JALAN PADANG TEMBAK, SUNGAI KANTAN",43000,Kajang,SELANGOR,387368646,387368646,"Jalan Padang Tembak, Kampung Sungai Kantan, 43000 Kajang, Selangor, Malaysia",3.0005696,101.7923669,Kampung Sungai Kantan,,Selangor,Selangor,Jalan Padang Tembak,Kajang,Malaysia,MY,43000,google,
1238,Rendah,PPD HULU LANGAT,BBA4030,SK TAMAN KOSAS,"JALAN KOSAS 3/9, TAMAN KOSAS",68000,AMPANG,SELANGOR,342934089,342934089,"Jalan Kosas 3/9, Taman Kosas, 68000 Ampang, Selangor, Malaysia",3.1466768,101.7747321,Taman Kosas,,Selangor,Selangor,Jalan Kosas 3/9,Ampang,Malaysia,MY,68000,google,
1233,Rendah,PPD HULU LANGAT,BBA4025,SK BANDAR BARU BANGI,"JALAN 2/1, SEKSYEN 2,",43650,BANDAR BARU BANGI,SELANGOR,389250033,389250033,"Jalan 2/1, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.9464911,101.7716746,,,Selangor,Selangor,Jalan 2/1,Bandar Baru Bangi,Malaysia,MY,43650,google,
1239,Rendah,PPD HULU LANGAT,BBA4031,SK TAMING JAYA,TAMAN TAMING JAYA,43300,SERI KEMBANGAN,SELANGOR,389614553,389614013,"Taman Taming Jaya, 43300 Balakong, Selangor, Malaysia",3.024866,101.74153,Taman Taming Jaya,,Selangor,Selangor,,Balakong,Malaysia,MY,43300,google,
1236,Rendah,PPD HULU LANGAT,BBA4028,SK TAMAN MUDA,TAMAN MUDA AMPANG,56100,KUALA LUMPUR,SELANGOR,342921354,342921354,"Taman Muda, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.119282,101.756795,Taman Muda,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,Kuala Lumpur,Malaysia,MY,56100,google,
1241,Rendah,PPD HULU LANGAT,BBA4033,SK PANDAN INDAH,"JALAN PANDAN ILMU, PANDAN INDAH",55100,KUALA LUMPUR,SELANGOR,342953735,342953835,"Jalan Pandan Ilmu, Pandan Indah, Kuala Lumpur, Selangor, Malaysia",3.1235512,101.751105,Pandan Indah,,Selangor,Selangor,Jalan Pandan Ilmu,Kuala Lumpur,Malaysia,MY,,google,
1243,Rendah,PPD HULU LANGAT,BBA4035,SK PANDAN JAYA,TAMAN PANDAN JAYA,55100,KUALA LUMPUR,SELANGOR,392838210,392838019,"Taman Komersial Pandan Indah, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.131305,101.7672599,Taman Komersial Pandan Indah,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,Kuala Lumpur,Malaysia,MY,,google,
1237,Rendah,PPD HULU LANGAT,BBA4029,SK TAMAN CUEPACS,"BATU 9,CHERAS",43200,CHERAS,SELANGOR,390742131,390742131,"43200, Selangor, Malaysia",3.0522706,101.7751709,,,Selangor,Selangor,,,Malaysia,MY,43200,google,
1244,Rendah,PPD HULU LANGAT,BBA4036,SK SAUJANA IMPIAN,"PERSIARAN IMPIAN PERDANA , SAUJANA IMPIAN",43000,KAJANG,SELANGOR,387343931,387343931,"Persiaran Impian Perdana, Saujana Impian, 43000 Kajang, Selangor, Malaysia",3.0143114,101.7929084,Saujana Impian,,Selangor,Selangor,Persiaran Impian Perdana,Kajang,Malaysia,MY,43000,google,
1242,Rendah,PPD HULU LANGAT,BBA4034,SK BANDAR TUN HUSSEIN ONN,"JALAN SUASANA,BANDAR TUN HUSSEIN ONN",43200,CHERAS,SELANGOR,390763548,390804800,"Jalan Suasana 4/2, Tun Hussein Onn, 43200 Batu 9 Cheras, Selangor, Malaysia",3.0521208,101.7617233,Tun Hussein Onn,,Selangor,Selangor,Jalan Suasana 4/2,Batu 9 Cheras,Malaysia,MY,43200,google,
1253,Rendah,PPD HULU LANGAT,BBA4045,SK JALAN EMPAT,"JALAN 4/8, BANDAR BARU BANGI",43650,BANDAR BARU BANGI,SELANGOR,389256971,389256975,"Jalan P/4, Kawasan Perindustrian Bangi, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.9454083,101.7562959,Kawasan Perindustrian Bangi,,Selangor,Selangor,Jalan P/4,Bandar Baru Bangi,Malaysia,MY,43650,google,
1245,Rendah,PPD HULU LANGAT,BBA4037,SK KAJANG UTAMA,"JALAN BESAR,TAMAN KAJANG UTAMA",43000,Kajang,SELANGOR,387349678,387349678,"Jalan Besar, Bandar Kajang, 43000 Kajang, Selangor, Malaysia",2.9924191,101.78778,Bandar Kajang,,Selangor,Selangor,Jalan Besar,Kajang,Malaysia,MY,43000,google,
1247,Rendah,PPD HULU LANGAT,BBA4039,SK SRI JELOK,JLN 6 TMN SRI JELOK,43000,KAJANG,SELANGOR,387376172,387376172,"Jalan TSJ 6, Taman Sri Jelok, 43000 Kajang, Selangor, Malaysia",2.9951105,101.8117863,Taman Sri Jelok,,Selangor,Selangor,Jalan TSJ 6,Kajang,Malaysia,MY,43000,google,
1250,Rendah,PPD HULU LANGAT,BBA4042,SK TASEK PERMAI,JALAN PERMAI 24A KG TASEK PERMAI,68000,AMPANG,SELANGOR,342949585,342949585,"Jalan Permai 24a, Kampung Tasik Permai, 68000 Ampang, Selangor, Malaysia",3.1254128,101.7789833,Kampung Tasik Permai,,Selangor,Selangor,Jalan Permai 24a,Ampang,Malaysia,MY,68000,google,
1246,Rendah,PPD HULU LANGAT,BBA4038,SK TAMAN RAKAN,JALAN BANDAR SUNGAI LONG,43000,KAJANG,SELANGOR,387377186,387342940,"11, Jalan SL 4/3, Bandar Sungai Long, 43000 Batu 9 Cheras, Selangor, Malaysia",3.0316053,101.7702993,Bandar Sungai Long,,Selangor,Selangor,Jalan SL 4/3,Batu 9 Cheras,Malaysia,MY,43000,google,11
1249,Rendah,PPD HULU LANGAT,BBA4041,SK BUKIT RAYA,"BT 10, JALAN HULU LANGAT",43200,CHERAS,SELANGOR,390757527,390757527,"10, Jalan Hulu Langat Jaya 1, Taman Hulu Langat Jaya, 43200 Batu 9 Cheras, Selangor, Malaysia",3.0697038,101.7822857,Taman Hulu Langat Jaya,,Selangor,Selangor,Jalan Hulu Langat Jaya 1,Batu 9 Cheras,Malaysia,MY,43200,google,10
1240,Rendah,PPD HULU LANGAT,BBA4032,SK JALAN 3,"JALAN 3/4, SEKSYEN 3",43650,BANDAR BARU BANGI,SELANGOR,389254875,389257624,"Jalan 3/4, Seksyen 3 Bandar Baru Bangi, 43650 Bandar Baru Bangi, Selangor, Malaysia",2.9458196,101.7785481,Seksyen 3 Bandar Baru Bangi,,Selangor,Selangor,Jalan 3/4,Bandar Baru Bangi,Malaysia,MY,43650,google,
