Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax
5417,Rendah,PPD ALOR GAJAH,MBC0046,SJK(C) PAY CHEE,PULAU SEBANG,73000,TAMPIN POS,MELAKA,06-4411266,06-4411266
5418,Rendah,PPD ALOR GAJAH,MBC0047,SJK(C) ALOR GAJAH,ALOR GAJAH,78000,ALOR GAJAH,MELAKA,06-5561260,065561260
5419,Rendah,PPD ALOR GAJAH,MBC0048,SJK(C) SANN YUH,SIMPANG  AMPAT,78000,ALOR  GAJAH,MELAKA,06-5529567,065529567
5420,Rendah,PPD ALOR GAJAH,MBC0049,SJK(C) PENG MIN, GADEK,78000,ALOR GAJAH,MELAKA,065548739,065548739
5421,Rendah,PPD ALOR GAJAH,MBC0050,SJK(C) SIN WAH,DURIAN TUNGGAL,76100,DURIAN TUNGGAL,MELAKA,065531179,065531179
5422,Rendah,PPD ALOR GAJAH,MBC0051,SJK(C) KIOW MIN,REMBIA 78000 ALOR GAJAH,78000,ALOR GAJAH,MELAKA,063161735,063161735
5423,Rendah,PPD ALOR GAJAH,MBC0052,SJK(C) MACHAP BARU,KG. MACHAP BARU,76100,DURIAN TUNGGAL,MELAKA,065252055,065252055
5424,Rendah,PPD ALOR GAJAH,MBC0053,SJK(C) MACHAP UMBOO,MACHAP UMBOO,78000,ALOR GAJAH,MELAKA,065566610,065566610
5425,Rendah,PPD ALOR GAJAH,MBC0054,SJK(C) TABOH NANING,KG BARU TABOH NANING,78000,ALOR GAJAH,MELAKA,06-4413202,06-4413202
5426,Rendah,PPD ALOR GAJAH,MBC0055,SJK(C) LENDU,KG BARU LENDU,78000,ALOR GAJAH,MELAKA,065568272,065568272
5427,Rendah,PPD ALOR GAJAH,MBC0056,SJK(C) KHIAK YEW,TEBONG,76460,ALOR GAJAH,MELAKA,06-4486349,064486349
5428,Rendah,PPD ALOR GAJAH,MBC0057,SJK(C) MASJID TANAH,MASJID TANAH,78300,MASJID TANAH,MELAKA,063841248,063841248
5429,Rendah,PPD ALOR GAJAH,MBC0058,SJK(C) YOK SIN,KUALA SUNGAI BARU,78200,KUALA SUNGAI BARU,MELAKA,063877325,063877325
5430,Rendah,PPD ALOR GAJAH,MBC0059,SJK(C) PAYA MENGKUANG,KAMPUNG PAYA MENGKUANG,78300,MASJID TANAH,MELAKA,063842928,063842924
5431,Rendah,PPD ALOR GAJAH,MBC0060,SJK(C) SIN MIN,LUBOK CHINA,78100,LUBOK CHINA,MELAKA,066967697,066967697
5432,Rendah,PPD ALOR GAJAH,MBC0061,SJK(C) CHABAU,TAMAN ANGKASA NURI DURIAN TUNGGAL,76100,DURIAN TUNGGAL,MELAKA,063341224,063341223
5433,Rendah,PPD JASIN,MBC1032,SJK(C) KUANG HWA,"BATU 9,         UMBAI",77300,MERLIMAU,MELAKA,062619808,062619808
5434,Rendah,PPD JASIN,MBC1033,SJK(C) YU HSIEN,JALAN RIM,77000,JASIN,MELAKA,065291270,065291270
5435,Rendah,PPD JASIN,MBC1034,SJK(C) CHUNG HWA,SUNGAI RAMBAI,77400,SUNGAI RAMBAI,MELAKA,062659563,062659563
5436,Rendah,PPD JASIN,MBC1035,SJK(C) KIOW NAM,BATANG MELAKA,77500,SELANDAR,MELAKA,064461397,064461397
5437,Rendah,PPD JASIN,MBC1036,SJK(C) PAY MIN,KG. BATU GAJAH PASIR,77300,MERLIMAU,MELAKA,062658616,062658616
5438,Rendah,PPD JASIN,MBC1037,SJK(C) MERLIMAU,"JALAN MELAKA,",77300,MERLIMAU,MELAKA,062631267,062631267
5439,Rendah,PPD JASIN,MBC1038,SJK(C) CHIAO CHEE,JALAN JASIN,77500,SELANDAR,MELAKA,065251470,065251470
5440,Rendah,PPD JASIN,MBC1039,SJK(C) JASIN LALANG,"BT 15  , AIR MERBAU",77200,JASIN,MELAKA,065217248,065217248
5441,Rendah,PPD JASIN,MBC1040,SJK(C) PAY CHIAO,BEMBAN,77200,MELAKA,MELAKA,065216426,065216426
5442,Rendah,PPD JASIN,MBC1041,SJK(C) ON LOK,KG BARU ON LOK,77500,SELANDAR,MELAKA,064461977,064461977
5443,Rendah,PPD JASIN,MBC1042,SJK(C) PAY YAP,KESANG PAJAK,77000,JASIN,MELAKA,065292109,065292109
5444,Rendah,PPD JASIN,MBC1043,SJK(C) PAY CHUIN,"BT 21 BUKIT KATONG, RIM",77000,JASIN,MELAKA,065296023,065296023
5445,Rendah,PPD JASIN,MBC1044,SJK(C) PARIT KELILING,KAMPUNG BARU PARIT KELILING,77100,JASIN,MELAKA,065235189,065235189
5446,Rendah,PPD JASIN,MBC1045,SJK(C) PONDOK BATANG,KAMPUNG MAJU PONDOK BATANG,77100,ASAHAN,MELAKA,065235219,065235219
5447,Rendah,PPD JASIN,MBC1046,SJK(C) SIMPANG BEKOH,ASAHAN POS,77100,ASAHAN,MELAKA,065235201,065235201
5448,Rendah,PPD JASIN,MBC1048,SJK(C) TOON HUA,NYALAS,77100,ASAHAN,MELAKA,065228322,065228322
5449,Rendah,PPD JASIN,MBC1049,SJK(C) SHUH YEN,"TEHEL, BEMBAN",77200,JASIN,MELAKA,062688296,062688296
5450,Rendah,PPD JASIN,MBC1050,SJK(C) PAY HSIEN,CHIN CHIN,77000,JASIN,MELAKA,065247044,065247044
5451,Rendah,PPD JASIN,MBC1051,SJK(C) KEMENDOR,"FELDA KEMENDOR, KEMENDOR",77000,JASIN,MELAKA,065295061,065295061
5452,Rendah,PPD MELAKA TENGAH,MBC2053,SJK(C) PAY FONG 1,"Lot 9245 Jalan KJ2,Taman Krubong Jaya",75260,MELAKA,MELAKA,063360310,063360312
5453,Rendah,PPD MELAKA TENGAH,MBC2054,SJK(C) PAY FONG 2,"225,JLN PARAMESWARA",75000,MELAKA,MELAKA,062831480,062831480
5454,Rendah,PPD MELAKA TENGAH,MBC2055,SJK(C) PAY FONG 3,"NO. 60, JALAN PUTERI HANG LI POH",75100,MELAKA,MELAKA,06-2840171,06-2840171
5455,Rendah,PPD MELAKA TENGAH,MBC2056,SJK(C) PAY TECK,"45,KG TIGA",75200,MELAKA,MELAKA,062823020,062823020
5456,Rendah,PPD MELAKA TENGAH,MBC2057,SJK(C) PING MING,"78,JLN TUN SRI LANANG",75100,MELAKA,MELAKA,062822633,062822633
5457,Rendah,PPD MELAKA TENGAH,MBC2058,SJK(C) YOK BIN,121 JALAN KUBU MELAKA,75300,MELAKA,MELAKA,062822827,062817648
5458,Rendah,PPD MELAKA TENGAH,MBC2059,SJK(C) CHUNG KUO,310-C  JALAN TENGKERA,75200,MELAKA,MELAKA,062822744,062822744
5459,Rendah,PPD MELAKA TENGAH,MBC2060,SJK(C) BACHANG,JALAN DATUK WIRA POH AH TIAM,75250,MELAKA,MELAKA,063350216,063350216
5460,Rendah,PPD MELAKA TENGAH,MBC2061,SJK(C) KATHOLIK,"251, JLN GAJAH BERANG",75200,MELAKA,MELAKA,062822939,062822935
5461,Rendah,PPD MELAKA TENGAH,MBC2062,SJK(C) SIANG LIN,"67,JALAN DURIAN DAUN,",75400,MELAKA,MELAKA,062825475,2825475
5462,Rendah,PPD MELAKA TENGAH,MBC2063,SJK(C) NOTRE DAME,263 JALAN GAJAH BERANG,75200,MELAKA,MELAKA,062843100,062882105
5463,Rendah,PPD MELAKA TENGAH,MBC2064,SJK(C) EK TE,"SJK (C) EK TE , LEREH ,TANJONG KLING",76400,MELAKA,MELAKA,063151267,063151267
5464,Rendah,PPD MELAKA TENGAH,MBC2065,SJK(C) YING CHYE,Bukit Rambai,75250,MELAKA,MELAKA,063510630,063510630
5465,Rendah,PPD MELAKA TENGAH,MBC2066,SJK(C) YU YING,"JLN BKT GODEK, SEMABOK",75050,MELAKA,MELAKA,062832089,062832189
5466,Rendah,PPD MELAKA TENGAH,MBC2067,SJK(C) TING HWA,"JALAN PULAU GADONG,",75200,MELAKA,MELAKA,063351432,063351432
5467,Rendah,PPD MELAKA TENGAH,MBC2068,SJK(C) WEN HUA,"BATU BERENDAM,",75350,MELAKA,MELAKA,063172524,063177422
5468,Rendah,PPD MELAKA TENGAH,MBC2069,SJK(C) KEH SENG,"BUKIT BARU,",75150,MELAKA,MELAKA,062823522,062882163
5469,Rendah,PPD MELAKA TENGAH,MBC2070,SJK(C) POH LAN,"TANGGA BATU, TANJONG KLING",76400,MELAKA,MELAKA,063515736,063515736
5470,Rendah,PPD MELAKA TENGAH,MBC2071,SJK(C) LIH JEN,JALAN POKOK MANGGA,75200,MELAKA,MELAKA,063344748,063344748
5471,Rendah,PPD MELAKA TENGAH,MBC2072,SJK(C) KUANG YAH,TELOK MAS,75460,MELAKA,MELAKA,062616740,062616740
5472,Rendah,PPD MELAKA TENGAH,MBC2073,SJK(C) PAY HWA,PAYA RUMPUT,76450,MELAKA,MELAKA,063162704,063162705
5473,Rendah,PPD MELAKA TENGAH,MBC2074,SJK(C) ST MARY,AIR SALAK,75250,MELAKA,MELAKA,063516586,063516586
5474,Rendah,PPD MELAKA TENGAH,MBC2075,SJK(C) BUKIT BERUANG,BUKIT BERUANG,75450,MELAKA,MELAKA,062324512,062324512
5475,Rendah,PPD MELAKA TENGAH,MBC2076,SJK(C) CHENG,"JALAN CHENG, CHENG",75250,MELAKA,MELAKA,063358714,063357437
5476,Rendah,PPD MELAKA TENGAH,MBC2077,SJK(C) AYER KEROH,"JALAN LAMA AYER KEROH, KAMPUNG BARU AYER KEROH",75450,MELAKA,MELAKA,062320952,062320952
5477,Rendah,PPD MELAKA TENGAH,MBC2078,SJK(C) TIANG DUA,KM 16 KG BARU  TIANG DUA,75460,MELAKA,MELAKA,062681836,062683837
5478,Rendah,PPD MELAKA TENGAH,MBC2079,SJK(C) BERTAM ULU,BERTAM ULU,76450,MELAKA,MELAKA,063122853,063122853
5479,Rendah,PPD MELAKA TENGAH,MBC2080,SJK(C) SUNGAI UDANG,SG UDANG,76300,MELAKA,MELAKA,063512205,063512205
5480,Rendah,PPD MELAKA TENGAH,MBC2081,SJK(C) MALIM,"BT.3  3/4,  JALAN MALIM",75250,MELAKA,MELAKA,063340679,063340679
5481,Rendah,PPD MELAKA TENGAH,MBC2082,SJK(C) YU HWA,"KM4, JALAN BACHANG",75350,MELAKA,MELAKA,063344011,063344011
5482,Rendah,PPD ALOR GAJAH,MBD0061,SJK(T) ALOR GAJAH,ALOR GAJAH,78000,ALOR GAJAH,MELAKA,065561337,065561337
5483,Rendah,PPD ALOR GAJAH,MBD0062,SJK(T) DURIAN TUNGGAL,JALAN DURIAN TUNGGAL/ MACHAP,76100,DURIAN TUNGGAL,MELAKA,065534073,065534073
5484,Rendah,PPD ALOR GAJAH,MBD0063,SJK(T) RUMBIA,"BATU 10, RUMBIA",78000,ALOR GAJAH,MELAKA,063163180,063163180
5485,Rendah,PPD ALOR GAJAH,MBD0064,SJK(T) LADANG GADEK,PULAU SEBANG,73000,TAMPIN,MELAKA,064417882,064417882
5486,Rendah,PPD ALOR GAJAH,MBD0066,SJK(T) KEMUNING (H/D),KM 38 JLN KUALA SUNGGA,76460,TEBONG,MELAKA,064486979,064486979
5487,Rendah,PPD ALOR GAJAH,MBD0067,SJK(T) LDG KEMUNING KRU DIVISION,LADANG  KEMUNING  KRU GADEK,78000,ALOR GAJAH,MELAKA,065549420,065549420
5488,Rendah,PPD ALOR GAJAH,MBD0068,SJK(T) PULAU SEBANG,PULAU SEBANG,73000,TAMPIN,MELAKA,064416258,064416258
5489,Rendah,PPD ALOR GAJAH,MBD0069,SJK(T) LDG SG BARU (H/D),LADANG SUNGAI BARU (H/D),78300,MASJID TANAH,MELAKA,063841896,063841896
5490,Rendah,PPD ALOR GAJAH,MBD0070,SJK(T) LDG TEBONG,LADANG TEBONG,76460,ALOR GAJAH,MELAKA,064486975,064486975
5491,Rendah,PPD ALOR GAJAH,MBD0097,SJK(T) PEKAN TEBONG,TEBONG,76460,TEBONG,MELAKA,064486592,064486592
5492,Rendah,PPD JASIN,MBD1051,SJK(T) BATANG MELAKA,BATANG MELAKA,77500,SELANDAR,MELAKA,064462589,064462589
5493,Rendah,PPD JASIN,MBD1052,SJK(T) JASIN,JASIN,77000,JASIN,MELAKA,065295406,065291628
5494,Rendah,PPD JASIN,MBD1054,SJK(T) LDG BUKIT ASAHAN,LADANG BUKIT ASAHAN,77100,JASIN,MELAKA,065235067,065235067
5495,Rendah,PPD JASIN,MBD1055,SJK(T) LDG BUKIT KAJANG,BUKIT KAJANG,77200,BEMBAN,MELAKA,065216481,065216481
5496,Rendah,PPD JASIN,MBD1056,SJK(T) LDG DIAMOND JUBILEE,LDG DIAMOND JUBILEE,77000,JASIN,MELAKA,065293841,065293841
5497,Rendah,PPD JASIN,MBD1057,SJK(T) LDG JASIN LALANG,LADANG JASIN LALANG,77000,JASIN,MELAKA,065216532,065216532
5498,Rendah,PPD JASIN,MBD1058,SJK(T) MERLIMAU,JALAN JASIN,77300,MERLIMAU,MELAKA,062631195,062631195
5499,Rendah,PPD JASIN,MBD1059,SJK(T) LDG SERKAM,LADANG SERKAM,77300,MERLIMAU,MELAKA,062632024,062632024
5500,Rendah,PPD MELAKA TENGAH,MBD2083,SJK(T) MELAKA (KUBU),JALAN HANG TUAH,75300,MELAKA,MELAKA,062827195,062827195
5501,Rendah,PPD MELAKA TENGAH,MBD2084,SJK(T) BUKIT LINTANG,"KM 13, JALAN TAMBAK PAYA, AYER MOLEK",75460,MELAKA,MELAKA,06-2687379,062687379
5502,Rendah,PPD MELAKA TENGAH,MBD2085,SJK(T) PAYA RUMPUT,"KM 13, PAYA RUMPUT",76450,MELAKA,MELAKA,063162612,063162612
5503,Rendah,PPD ALOR GAJAH,MBE0045,SK KEM TERENDAK 1,KEM TERENDAK,76200,MELAKA,MELAKA,063573793,063573793
5504,Rendah,PPD ALOR GAJAH,MCT0001,SEKOLAH RENDAH ARAB (JAIM) AL-FALAH,"BATU 28, KUALA SG. BARU",78200,KUALA SG. BARU,MELAKA,063877736,063877736
5505,Rendah,PPD ALOR GAJAH,MCT0002,SEKOLAH RENDAH ARAB JAIM JELATANG,"JALAN SUTERA 11, TAMAN SUTERA ",78000,ALOR GAJAH,MELAKA,065567160,065567160
5506,Rendah,PPD JASIN,MCT1001,SEKOLAH RENDAH ARAB JAIM SELANDAR,"SELANDAR, MELAKA",77500,JASIN,MELAKA,065253288,065253288
5507,Rendah,PPD JASIN,MCT1002,SEKOLAH RENDAH ARAB MERLIMAU PASIR,"KM 26, JALAN BATU GAJAH",77300,MERLIMAU,MELAKA,062634891,062634891
5508,Rendah,PPD MELAKA TENGAH,MCT2001,SEKOLAH RENDAH ARAB JAIM PERNU,"KM12, KAMPUNG PERNU",75460,MELAKA,MELAKA,062618236,062618236
5509,Rendah,PPD MELAKA TENGAH,MCT2002,SEKOLAH RENDAH ARAB BATANG TIGA TIMUR,"KM 8 , JALAN BUKIT RAMBAI, MELAKA",75250,MELAKA,MELAKA,063155824,063155824
5510,Rendah,PPD MELAKA TENGAH,MCT2003,SEKOLAH RENDAH ARAB JAIM TUN RAZAK,"LOT 1679, JALAN WAKAF UTAMA 7, KG TUN RAZAK, BUKIT KATIL",75450,MELAKA,MELAKA,062319895,062319895
5511,Menengah,PPD ALOR GAJAH,MEA0071,SMK GHAFAR BABA,MASJID TANAH,78300,MASJID TANAH,MELAKA,06-3841257,063843253
5512,Menengah,PPD ALOR GAJAH,MEA0072,SMK DATO' HAJI TALIB KARIM,SERAHAN TINGKAP 2080,78000,ALOR GAJAH,MELAKA,065561285,065591285
5513,Menengah,PPD ALOR GAJAH,MEA0073,SMK  RAHMAT,KUALA SUNGAI BARU,78200,KUALA SUNGAI BARU,MELAKA,063876214,063879550
5514,Menengah,PPD ALOR GAJAH,MEA0074,SMK  ADE PUTRA,MASJID TANAH,78300,MASJID TANAH,MELAKA,063841200,063844085
5515,Menengah,PPD ALOR GAJAH,MEA0075,SMK NANING,ALOR GAJAH,78000,Alor Gajah,MELAKA,06-5529275,06-5529275
5516,Menengah,PPD ALOR GAJAH,MEA0095,SMK LUBOK CHINA,LUBOK CHINA,78100,LUBOK CHINA,MELAKA,066966375,066966372
5517,Menengah,PPD ALOR GAJAH,MEA0099,SMK  HANG KASTURI,MASJID TANAH,78300,MASJID TANAH,MELAKA,063841388,063846421
5518,Menengah,PPD ALOR GAJAH,MEA0100,SMK SUNGAI UDANG,SUNGAI UDANG,76300,SUNGAI UDANG,MELAKA,063512132,063510152
5519,Menengah,PPD ALOR GAJAH,MEA0101,SMK DURIAN TUNGGAL,"JLN BUKIT BALAI,  DURIAN TUNGGAL",76100,ALOR GAJAH,MELAKA,065531269,065534755
5520,Menengah,PPD ALOR GAJAH,MEA0102,SMK TEBONG,JALAN TEBONG,76460,ALOR GAJAH,MELAKA,064486587,064486587
5521,Menengah,PPD JASIN,MEA1060,SMK ISKANDAR SHAH,JALAN KELUBI,77000,JASIN,MELAKA,065291266,065295924
5522,Menengah,PPD JASIN,MEA1061,SMK DATO' ABDUL RAHMAN YA'KUB,JALAN JASIN,77300,MERLIMAU,MELAKA,062631407,062636019
5523,Menengah,PPD JASIN,MEA1072,SMK SRI MAHKOTA,"KM16, UMBAI",77300,MERLIMAU,MELAKA,062619262,062617592
5524,Menengah,PPD JASIN,MEA1076,SMK SIMPANG BEKOH,ASAHAN,77100,JASIN,MELAKA,065236043,065235893
5525,Menengah,PPD JASIN,MEA1077,SMK SELANDAR,SELANDAR,77500,SELANDAR,MELAKA,065251144,065251760
5526,Menengah,PPD JASIN,MEA1078,SMK SUNGAI RAMBAI,JALAN PARIT PUTAT,77400,SUNGAI RAMBAI,MELAKA,062659675,062658937
5527,Menengah,PPD JASIN,MEA1079,SMK NYALAS,"JALAN MELANGKAN, NYALAS",77100,ASAHAN,MELAKA,065228001,065228990
5528,Menengah,PPD JASIN,MEA1080,SMK SERI BEMBAN,JALAN AYER PANAS,77200,BEMBAN,MELAKA,065216684,065210252
5529,Menengah,PPD JASIN,MEA1081,SMK TUN SYED ZAHIRUDDIN,AYER TAWAR,77300,MERLIMAU,MELAKA,062633492,062633471
5530,Menengah,PPD MELAKA TENGAH,MEA2086,SMK TUN TIJAH,"LORONG TUN FATIMAH, DURIAN DAUN",75400,MELAKA,MELAKA,062824591,062824591
5531,Menengah,PPD MELAKA TENGAH,MEA2087,SMK  MUNSHI ABDULLAH,"BATU BERENDAM,",75350,MELAKA,MELAKA,063175320,063173812
5532,Menengah,PPD MELAKA TENGAH,MEA2088,SMK TUN MUTAHIR (INTEG),BATU BERENDAM,75350,MELAKA,MELAKA,063174376,063171539
5533,Menengah,PPD MELAKA TENGAH,MEA2089,SMK SERI TANJUNG,TANJUNG KLING POS,76400,TANJONG KLING,MELAKA,06-3511539,063510825
5534,Menengah,PPD MELAKA TENGAH,MEA2091,SMK AIR MOLEK,"KM 11, JALAN BUKIT LINTANG",75460,MELAKA,MELAKA,062680224,062672599
5535,Menengah,PPD MELAKA TENGAH,MEA2092,SMK KLEBANG BESAR,KLEBANG BESAR,75200,MELAKA,MELAKA,063151014,063154052
5536,Menengah,PPD MELAKA TENGAH,MEA2093,SMK BUKIT BARU,"JLN. ISTANA, BUKIT BARU",75450,MELAKA,MELAKA,062320718,062321275
5537,Menengah,PPD MELAKA TENGAH,MEA2094,SMK TUN HAJI ABD MALEK,"KM 10, CHENG",75250,MELAKA,MELAKA,063357473,063366720
5538,Menengah,PPD MELAKA TENGAH,MEA2095,SMK BUKIT KATIL,"KM 9, JALAN TUN KUDU, BUKIT KATIL",75450,MELAKA,MELAKA,06-2326935,06-2326922
5539,Menengah,PPD MELAKA TENGAH,MEA2096,SMK MALIM,"KM 6, JALAN MALIM, MALIM",75250,MELAKA,MELAKA,063367579,063357578
5540,Menengah,PPD MELAKA TENGAH,MEA2097,SMK PADANG TEMU,"KM.5, PADANG TEMU",75050,MELAKA,MELAKA,06-2820117,06-2811612
5541,Menengah,PPD MELAKA TENGAH,MEA2098,SMK TELOK MAS,TELOK MAS,75460,TELOK MAS,MELAKA,062615292,062619422
5542,Menengah,PPD MELAKA TENGAH,MEA2099,SMK BUKIT RAMBAI,BUKIT RAMBAI,75250,MELAKA,MELAKA,063517977,063517978
5543,Menengah,PPD MELAKA TENGAH,MEA2100,SMK AYER KEROH,"TAMAN TASIK UTAMA, AYER KEROH",75450,MELAKA,MELAKA,062325157,062313721
5544,Menengah,PPD MELAKA TENGAH,MEA2101,SMK KAMPUNG GELAM,TANJUNG KLING,76400,TANJUNG KLING,MELAKA,063510477,063512476
5545,Menengah,PPD MELAKA TENGAH,MEA2102,SMK PERNU,PERNU,75460,MELAKA,MELAKA,062615016,062615017
5546,Menengah,PPD MELAKA TENGAH,MEA2103,SEKOLAH MENENGAH KEBANGSAAN PAYA RUMPUT,KM 12.8 PAYA RUMPUT,76450,MELAKA,MELAKA,063163705,063163706
5547,Menengah,PPD ALOR GAJAH,MEB0077,SMK SERI PENGKALAN,ALOR GAJAH,78000,ALOR GAJAH,MELAKA,065561268,065568241
5548,Menengah,PPD ALOR GAJAH,MEB0078,SMK PULAU SEBANG,PULAU SEBANG,73000,TAMPIN POS,MELAKA,06-4411346,06-4419187
5549,Menengah,PPD ALOR GAJAH,MEB0079,SMK SULTAN ALAUDDIN,MASJID TANAH,78300,MASJID TANAH,MELAKA,06-3841249,06-3841249
5550,Menengah,PPD JASIN,MEB1063,SMK DATUK BENDAHARA,JALAN PEGAWAI,77000,Jasin,MELAKA,065291278,065292036
5551,Menengah,PPD JASIN,MEB1064,SMK DANG ANUM,JALAN JASIN,77300,MERLIMAU,MELAKA,062631205,062636759
5552,Menengah,PPD JASIN,MEB1065,SMK JASIN,JALAN BUNGA TANJUNG TAMAN MAJU,77000,JASIN,MELAKA,065291318,065292752
5553,Menengah,PPD MELAKA TENGAH,MEB2090,SMK TINGGI MELAKA,61 JALAN CHAN KOON CHENG,75000,MELAKA,MELAKA,062824466,062860548
5554,Menengah,PPD MELAKA TENGAH,MEB2091,SMK GAJAH BERANG,JALAN GAJAH BERANG,75200,MELAKA,MELAKA,062831476,062828691
5555,Menengah,PPD MELAKA TENGAH,MEB2092,SMK TINGGI PEREMPUAN,"LORONG TUN FATIMAH, JALAN DURIAN DAUN",75400,MELAKA,MELAKA,062921206,062924985
5556,Menengah,PPD MELAKA TENGAH,MEB2093,SMK TINGGI ST DAVID (M),"JLN. TANJUNG , BUKIT BARU",75150,MELAKA,MELAKA,062823619,062810416
5557,Menengah,PPD MELAKA TENGAH,MEB2094,SMK METHODIST (ACS) MELAKA ( M ),JLN TENGKERA,75200,MELAKA,MELAKA,062823434,062846558
5558,Menengah,PPD MELAKA TENGAH,MEB2095,SMK PEREMPUAN METHODIST (M),"440-B, JLN TENGKERA,",75200,MELAKA,MELAKA,062823606,062827604
5559,Menengah,PPD MELAKA TENGAH,MEB2096,SMK ST FRANCIS (M),"JLN PARAMESWARA,",75000,MELAKA,MELAKA,062823431,062817160
5560,Menengah,PPD MELAKA TENGAH,MEB2097,SMK INFANT JESUS CONVENT (M),"141, JALAN PARAMESWARA,",75000,MELAKA,MELAKA,062823211,06-2863418
5561,Menengah,PPD MELAKA TENGAH,MEB2098,SMK  CANOSSA CONVENT ( M ),"KG PORTUGIS,  JALAN UJ0NG PASIR",75050,MELAKA,MELAKA,062822522,062865203
5562,Menengah,PPD MELAKA TENGAH,MEB2099,SMK  KATHOLIK (M),251 JLN GAJAH BERANG,75200,MELAKA,MELAKA,06-2831261,06-2921995
5563,Menengah,PPD MELAKA TENGAH,MEB2100,SMK NOTRE DAME CONVENT,"265,JLN GAJAH BERANG",75200,MELAKA,MELAKA,062824887,062862836
5564,Menengah,PPD MELAKA TENGAH,MEB2101,SMK  YOK BIN,"19-21,JLN. AIR LELEH",75050,MELAKA,MELAKA,062822720,062865168
5565,Menengah,PPD MELAKA TENGAH,MEB2102,SMK TUN TUAH,"KAMPUNG LAPAN, BACHANG",75200,MELAKA,MELAKA,06-3355945,063373480
5566,Menengah,PPD MELAKA TENGAH,MEB2103,SMK  DURIAN DAUN,LORONG TUN FATIMAH DURIAN DAUN,75400,MELAKA,MELAKA,06-2831803,062922707
5567,Menengah,PPD MELAKA TENGAH,MEB2104,SMK TINGGI CINA MELAKA,28 JLN MALIM,75250,MELAKA,MELAKA,063354609,063369477
5568,Menengah,PPD MELAKA TENGAH,MEB2145,SMK SERI KOTA,JLN AYER LELEH,75050,MELAKA,MELAKA,062825126,062823169
5569,Menengah,PPD ALOR GAJAH,MEE0074,SMK  SULTAN  MANSOR  SHAH,PULAU SEBANG,73000,TAMPIN POS,MELAKA,064411386,064411386
5570,Menengah,PPD ALOR GAJAH,MEE0075,SMK  DATO' DOL SAID,JALAN DATO DOL SAID,78000,ALOR GAJAH,MELAKA,065561286,065568551
5571,Menengah,PPD ALOR GAJAH,MEE0094,SMK KEM TERENDAK,KEM TERENDAK,76200,KEMTERENDAK,MELAKA,063571126,063573775
5572,Menengah,PPD MELAKA TENGAH,MEE2141,SM SAINS MUZAFFAR SHAH,AYER KEROH,75450,MELAKA,MELAKA,062320833,062321780
5573,Menengah,PPD ALOR GAJAH,MFT0001,SM AGAMA AL-EHYA AL-KARIM,"JALAN SEKOLAH, KM 36 KAMPUNG TANJUNG BIDARA",78300,MASJID TANAH,MELAKA,063852022,063853732
5574,Menengah,PPD ALOR GAJAH,MFT0002,SMA JAIM AL-ASYRAF,"BUKIT MERCHAT, JLN TANJUNG RIMAU LUAR",78000,ALOR GAJAH,MELAKA,065549022,065549022
5575,Menengah,PPD ALOR GAJAH,MFT0003,SM ARAB (JAIM) DARUL FALAH,"KM 43, KUALA SUNGAI BARU",78200,MASJID TANAH,MELAKA,063877422,063877422
5576,Menengah,PPD JASIN,MFT1001,SM ARAB ASSAIYIDAH KHADIJAH,"KM 18, KG SERKAM DARAT",77300,MERLIMAU,MELAKA,062632351,062631352
5577,Menengah,PPD JASIN,MFT1002,SEK.MEN.ARB.ASSYAKIRIN,SELANDAR,77500,MELAKA,MELAKA,065253290,065253290
5578,Menengah,PPD JASIN,MFT1003,SM TAHFIZ AL QURAN (JAIM),KG. CHENDERAH,77000,JASIN,MELAKA,065247288,065247290
5579,Menengah,PPD MELAKA TENGAH,MFT2001,SM AGAMA JAIM AL AHMADI,"KM 18, PAYA RUMPUT JAYA, SUNGAI UDANG",76300,MELAKA TENGAH,MELAKA,063531245,063531245
5580,Menengah,PPD ALOR GAJAH,MHA0001,KOLEJ VOKASIONAL DATUK SERI MOHD. ZIN,JALAN  PENGKALAN,78000,ALOR GAJAH,MELAKA,06-5561200,06-5568996
5581,Menengah,PPD JASIN,MHA1001,KOLEJ VOKASIONAL JASIN,JALAN KEMENDOR,77000,JASIN,MELAKA,065291010,O65293130
5582,Menengah,PPD MELAKA TENGAH,MHA2002,KOLEJ VOKASIONAL MELAKA TENGAH ,BUKIT KATIL,75450,MELAKA,MELAKA,062326190,062329672
5583,Menengah,PPD MELAKA TENGAH,MKB2144,SMKT BUKIT PIATU,"SM TEKNIK MELAKA, BUKIT PIATU",75150,MELAKA,MELAKA,062822936,062819066
5584,Menengah,PPD JASIN,MRA1001,SEKOLAH BERASRAMA PENUH INTEGRASI SELANDAR,JALAN BATANG MELAKA,77500,SELANDAR,MELAKA,064462363,064462959
5585,Menengah,PPD JASIN,MRA1002,SEKOLAH MENENGAH KEBANGSAAN AGAMA TUN PERAK,JALAN TAMAN MAJU,77000,JASIN,MELAKA,065291218,065296927
5586,Menengah,PPD MELAKA TENGAH,MRA2125,SMKA  SULTAN MUHAMMAD,"JALAN PENGKALAN BATU, BATU BERENDAM",75350,MELAKA,MELAKA,062325434,062316275
